3_1	 1-t+t^2
11a_117	 2-12*t+27*t^2-35*t^3+27*t^4-12*t^5+2*t^6
11a_118	 2-10*t+20*t^2-23*t^3+20*t^4-10*t^5+2*t^6
11a_119	 4-19*t+31*t^2-19*t^3+4*t^4
11a_120	 2-12*t+25*t^2-31*t^3+25*t^4-12*t^5+2*t^6
11a_121	 1-9*t+29*t^2-41*t^3+29*t^4-9*t^5+t^6
11a_122	 2-12*t+30*t^2-39*t^3+30*t^4-12*t^5+2*t^6
11a_123	 9-29*t+41*t^2-29*t^3+9*t^4
11a_124	 5-18*t+34*t^2-41*t^3+34*t^4-18*t^5+5*t^6
11a_125	 1-6*t+19*t^2-38*t^3+47*t^4-38*t^5+19*t^6-6*t^7+t^8
11a_126	 1-5*t+16*t^2-31*t^3+39*t^4-31*t^5+16*t^6-5*t^7+t^8
11a_127	 1-6*t+17*t^2-28*t^3+33*t^4-28*t^5+17*t^6-6*t^7+t^8
11a_128	 1-9*t+31*t^2-47*t^3+31*t^4-9*t^5+t^6
11a_129	 1-6*t+15*t^2-22*t^3+25*t^4-22*t^5+15*t^6-6*t^7+t^8
11a_130	 2-12*t+29*t^2-37*t^3+29*t^4-12*t^5+2*t^6
11a_131	 1-6*t+16*t^2-27*t^3+31*t^4-27*t^5+16*t^6-6*t^7+t^8
11a_132	 2-13*t+32*t^2-41*t^3+32*t^4-13*t^5+2*t^6
11a_133	 5-20*t+29*t^2-20*t^3+5*t^4
11a_134	 3-13*t+28*t^2-35*t^3+28*t^4-13*t^5+3*t^6
11a_135	 2-13*t+36*t^2-51*t^3+36*t^4-13*t^5+2*t^6
11a_136	 2-14*t+39*t^2-53*t^3+39*t^4-14*t^5+2*t^6
11a_137	 2-12*t+26*t^2-31*t^3+26*t^4-12*t^5+2*t^6
11a_138	 2-14*t+38*t^2-53*t^3+38*t^4-14*t^5+2*t^6
11a_139	 1-5*t+12*t^2-20*t^3+23*t^4-20*t^5+12*t^6-5*t^7+t^8
11a_140	 2-8*t+14*t^2-17*t^3+14*t^4-8*t^5+2*t^6
11a_141	 2-11*t+24*t^2-29*t^3+24*t^4-11*t^5+2*t^6
11a_142	 1-5*t+8*t^2-10*t^3+11*t^4-10*t^5+8*t^6-5*t^7+t^8
11a_143	 2-11*t+20*t^2-23*t^3+20*t^4-11*t^5+2*t^6
11a_144	 2-10*t+16*t^2-17*t^3+16*t^4-10*t^5+2*t^6
11a_145	 4-21*t+33*t^2-21*t^3+4*t^4
11a_146	 1-6*t+15*t^2-25*t^3+29*t^4-25*t^5+15*t^6-6*t^7+t^8
11a_147	 1-6*t+17*t^2-32*t^3+39*t^4-32*t^5+17*t^6-6*t^7+t^8
11a_148	 7-29*t+43*t^2-29*t^3+7*t^4
11a_149	 2-12*t+30*t^2-39*t^3+30*t^4-12*t^5+2*t^6
11a_150	 2-13*t+29*t^2-37*t^3+29*t^4-13*t^5+2*t^6
11a_151	 1-6*t+15*t^2-26*t^3+31*t^4-26*t^5+15*t^6-6*t^7+t^8
11a_152	 2-12*t+27*t^2-35*t^3+27*t^4-12*t^5+2*t^6
11a_153	 2-10*t+20*t^2-25*t^3+20*t^4-10*t^5+2*t^6
11a_154	 4-17*t+25*t^2-17*t^3+4*t^4
11a_155	 3-16*t+40*t^2-53*t^3+40*t^4-16*t^5+3*t^6
11a_156	 1-5*t+11*t^2-18*t^3+21*t^4-18*t^5+11*t^6-5*t^7+t^8
11a_157	 1-6*t+16*t^2-28*t^3+33*t^4-28*t^5+16*t^6-6*t^7+t^8
11a_158	 1-5*t+14*t^2-25*t^3+29*t^4-25*t^5+14*t^6-5*t^7+t^8
11a_159	 1-9*t+27*t^2-37*t^3+27*t^4-9*t^5+t^6
11a_160	 1-6*t+17*t^2-30*t^3+37*t^4-30*t^5+17*t^6-6*t^7+t^8
11a_161	 2-8*t+12*t^2-13*t^3+12*t^4-8*t^5+2*t^6
11a_162	 1-7*t+20*t^2-35*t^3+41*t^4-35*t^5+20*t^6-7*t^7+t^8
11a_163	 1-6*t+15*t^2-24*t^3+27*t^4-24*t^5+15*t^6-6*t^7+t^8
11a_164	 1-7*t+20*t^2-35*t^3+43*t^4-35*t^5+20*t^6-7*t^7+t^8
11a_165	 2-9*t+18*t^2-23*t^3+18*t^4-9*t^5+2*t^6
11a_166	 4-15*t+21*t^2-15*t^3+4*t^4
11a_167	 2-11*t+26*t^2-35*t^3+26*t^4-11*t^5+2*t^6
11a_168	 2-12*t+29*t^2-39*t^3+29*t^4-12*t^5+2*t^6
11a_169	 2-12*t+28*t^2-37*t^3+28*t^4-12*t^5+2*t^6
11a_170	 1-6*t+20*t^2-40*t^3+51*t^4-40*t^5+20*t^6-6*t^7+t^8
11a_171	 1-7*t+21*t^2-39*t^3+47*t^4-39*t^5+21*t^6-7*t^7+t^8
11a_172	 2-13*t+33*t^2-43*t^3+33*t^4-13*t^5+2*t^6
11a_173	 2-12*t+32*t^2-43*t^3+32*t^4-12*t^5+2*t^6
11a_174	 1-5*t+11*t^2-15*t^3+15*t^4-15*t^5+11*t^6-5*t^7+t^8
11a_175	 1-5*t+13*t^2-21*t^3+25*t^4-21*t^5+13*t^6-5*t^7+t^8
11a_176	 1-5*t+13*t^2-23*t^3+27*t^4-23*t^5+13*t^6-5*t^7+t^8
11a_177	 1-5*t+13*t^2-19*t^3+21*t^4-19*t^5+13*t^6-5*t^7+t^8
11a_178	 2-11*t+29*t^2-39*t^3+29*t^4-11*t^5+2*t^6
11a_179	 1-5*t+9*t^2-9*t^3+9*t^4-9*t^5+9*t^6-5*t^7+t^8
11a_180	 1-5*t+11*t^2-17*t^3+21*t^4-17*t^5+11*t^6-5*t^7+t^8
11a_181	 2-11*t+23*t^2-27*t^3+23*t^4-11*t^5+2*t^6
11a_182	 1-5*t+11*t^2-13*t^3+13*t^4-13*t^5+11*t^6-5*t^7+t^8
11a_183	 2-11*t+27*t^2-35*t^3+27*t^4-11*t^5+2*t^6
11a_184	 1-5*t+11*t^2-17*t^3+19*t^4-17*t^5+11*t^6-5*t^7+t^8
11a_185	 2-11*t+25*t^2-33*t^3+25*t^4-11*t^5+2*t^6
11a_186	 4-12*t+20*t^2-23*t^3+20*t^4-12*t^5+4*t^6
11a_187	 2-11*t+27*t^2-37*t^3+27*t^4-11*t^5+2*t^6
11a_188	 2-9*t+15*t^2-15*t^3+15*t^4-9*t^5+2*t^6
11a_189	 1-6*t+17*t^2-31*t^3+39*t^4-31*t^5+17*t^6-6*t^7+t^8
11a_190	 2-9*t+19*t^2-25*t^3+19*t^4-9*t^5+2*t^6
11a_191	 4-11*t+17*t^2-19*t^3+17*t^4-11*t^5+4*t^6
11a_192	 8-24*t+33*t^2-24*t^3+8*t^4
11a_193	 2-10*t+22*t^2-27*t^3+22*t^4-10*t^5+2*t^6
11a_194	 1-5*t+12*t^2-18*t^3+21*t^4-18*t^5+12*t^6-5*t^7+t^8
11a_195	 3-13*t+21*t^2-13*t^3+3*t^4
11a_196	 1-6*t+17*t^2-31*t^3+37*t^4-31*t^5+17*t^6-6*t^7+t^8
11a_197	 3-14*t+33*t^2-43*t^3+33*t^4-14*t^5+3*t^6
11a_198	 2-11*t+27*t^2-35*t^3+27*t^4-11*t^5+2*t^6
11a_199	 2-11*t+23*t^2-27*t^3+23*t^4-11*t^5+2*t^6
11a_200	 7-21*t+29*t^2-21*t^3+7*t^4
11a_201	 4-20*t+33*t^2-20*t^3+4*t^4
11a_202	 2-12*t+26*t^2-31*t^3+26*t^4-12*t^5+2*t^6
11a_203	 1-5*t+9*t^2-11*t^3+11*t^4-11*t^5+9*t^6-5*t^7+t^8
11a_204	 2-11*t+23*t^2-29*t^3+23*t^4-11*t^5+2*t^6
11a_205	 2-10*t+21*t^2-25*t^3+21*t^4-10*t^5+2*t^6
11a_206	 1-5*t+7*t^2-7*t^3+7*t^4-7*t^5+7*t^6-5*t^7+t^8
11a_207	 2-11*t+19*t^2-21*t^3+19*t^4-11*t^5+2*t^6
11a_208	 2-12*t+24*t^2-29*t^3+24*t^4-12*t^5+2*t^6
11a_209	 1-10*t+34*t^2-51*t^3+34*t^4-10*t^5+t^6
11a_210	 4-18*t+29*t^2-18*t^3+4*t^4
11a_211	 3-17*t+27*t^2-17*t^3+3*t^4
11a_212	 3-16*t+35*t^2-45*t^3+35*t^4-16*t^5+3*t^6
11a_213	 3-16*t+33*t^2-41*t^3+33*t^4-16*t^5+3*t^6
11a_214	 3-17*t+29*t^2-17*t^3+3*t^4
11a_215	 1-6*t+17*t^2-27*t^3+31*t^4-27*t^5+17*t^6-6*t^7+t^8
11a_216	 1-6*t+17*t^2-31*t^3+37*t^4-31*t^5+17*t^6-6*t^7+t^8
11a_217	 1-6*t+16*t^2-29*t^3+35*t^4-29*t^5+16*t^6-6*t^7+t^8
11a_218	 1-10*t+32*t^2-45*t^3+32*t^4-10*t^5+t^6
11a_219	 4-22*t+35*t^2-22*t^3+4*t^4
11a_220	 2-10*t+19*t^2-23*t^3+19*t^4-10*t^5+2*t^6
11a_221	 1-5*t+10*t^2-15*t^3+17*t^4-15*t^5+10*t^6-5*t^7+t^8
11a_222	 2-11*t+23*t^2-29*t^3+23*t^4-11*t^5+2*t^6
11a_223	 1-5*t+10*t^2-14*t^3+15*t^4-14*t^5+10*t^6-5*t^7+t^8
11a_224	 2-10*t+20*t^2-25*t^3+20*t^4-10*t^5+2*t^6
11a_225	 2-8*t+11*t^2-11*t^3+11*t^4-8*t^5+2*t^6
11a_226	 4-18*t+27*t^2-18*t^3+4*t^4
11a_227	 5-17*t+31*t^2-37*t^3+31*t^4-17*t^5+5*t^6
11a_228	 1-10*t+32*t^2-47*t^3+32*t^4-10*t^5+t^6
11a_229	 4-18*t+27*t^2-18*t^3+4*t^4
11a_230	 3-13*t+19*t^2-13*t^3+3*t^4
11a_231	 1-5*t+12*t^2-20*t^3+23*t^4-20*t^5+12*t^6-5*t^7+t^8
11a_232	 1-5*t+14*t^2-26*t^3+31*t^4-26*t^5+14*t^6-5*t^7+t^8
11a_233	 1-6*t+19*t^2-37*t^3+47*t^4-37*t^5+19*t^6-6*t^7+t^8
11a_234	 2-4*t+5*t^2-5*t^3+5*t^4-5*t^5+5*t^6-4*t^7+2*t^8
11a_235	 4-10*t+14*t^2-15*t^3+14*t^4-10*t^5+4*t^6
11a_236	 4-12*t+21*t^2-25*t^3+21*t^4-12*t^5+4*t^6
11a_237	 8-23*t+31*t^2-23*t^3+8*t^4
11a_238	 6-16*t+21*t^2-16*t^3+6*t^4
11a_239	 1-7*t+22*t^2-42*t^3+51*t^4-42*t^5+22*t^6-7*t^7+t^8
11a_240	 2-5*t+8*t^2-10*t^3+11*t^4-10*t^5+8*t^6-5*t^7+2*t^8
11a_241	 4-12*t+20*t^2-23*t^3+20*t^4-12*t^5+4*t^6
11a_242	 3-7*t+9*t^2-9*t^3+9*t^4-7*t^5+3*t^6
11a_243	 6-17*t+23*t^2-17*t^3+6*t^4
11a_244	 5-17*t+32*t^2-39*t^3+32*t^4-17*t^5+5*t^6
11a_245	 3-9*t+16*t^2-19*t^3+16*t^4-9*t^5+3*t^6
11a_246	 4-10*t+13*t^2-10*t^3+4*t^4
11a_247	 5-9*t+5*t^2
11a_248	 1-6*t+18*t^2-34*t^3+41*t^4-34*t^5+18*t^6-6*t^7+t^8
11a_249	 2-11*t+27*t^2-37*t^3+27*t^4-11*t^5+2*t^6
11a_250	 1-5*t+11*t^2-16*t^3+19*t^4-16*t^5+11*t^6-5*t^7+t^8
11a_251	 1-6*t+16*t^2-27*t^3+33*t^4-27*t^5+16*t^6-6*t^7+t^8
11a_252	 1-6*t+16*t^2-27*t^3+31*t^4-27*t^5+16*t^6-6*t^7+t^8
11a_253	 1-6*t+16*t^2-27*t^3+33*t^4-27*t^5+16*t^6-6*t^7+t^8
11a_254	 1-6*t+16*t^2-27*t^3+31*t^4-27*t^5+16*t^6-6*t^7+t^8
11a_255	 1-6*t+17*t^2-30*t^3+35*t^4-30*t^5+17*t^6-6*t^7+t^8
11a_256	 2-12*t+31*t^2-43*t^3+31*t^4-12*t^5+2*t^6
11a_257	 1-5*t+12*t^2-19*t^3+23*t^4-19*t^5+12*t^6-5*t^7+t^8
11a_258	 2-9*t+17*t^2-19*t^3+17*t^4-9*t^5+2*t^6
11a_259	 1-5*t+10*t^2-15*t^3+17*t^4-15*t^5+10*t^6-5*t^7+t^8
11a_260	 2-9*t+15*t^2-17*t^3+15*t^4-9*t^5+2*t^6
11a_261	 1-6*t+16*t^2-26*t^3+31*t^4-26*t^5+16*t^6-6*t^7+t^8
11a_262	 2-11*t+25*t^2-31*t^3+25*t^4-11*t^5+2*t^6
11a_263	 2-6*t+11*t^2-14*t^3+15*t^4-14*t^5+11*t^6-6*t^7+2*t^8
11a_264	 1-6*t+16*t^2-28*t^3+33*t^4-28*t^5+16*t^6-6*t^7+t^8
11a_265	 2-11*t+25*t^2-33*t^3+25*t^4-11*t^5+2*t^6
11a_266	 1-7*t+23*t^2-45*t^3+57*t^4-45*t^5+23*t^6-7*t^7+t^8
11a_267	 1-7*t+22*t^2-41*t^3+49*t^4-41*t^5+22*t^6-7*t^7+t^8
11a_268	 1-6*t+17*t^2-29*t^3+33*t^4-29*t^5+17*t^6-6*t^7+t^8
11a_269	 1-6*t+18*t^2-32*t^3+37*t^4-32*t^5+18*t^6-6*t^7+t^8
11a_270	 2-12*t+32*t^2-45*t^3+32*t^4-12*t^5+2*t^6
11a_271	 3-17*t+40*t^2-51*t^3+40*t^4-17*t^5+3*t^6
11a_272	 2-13*t+35*t^2-49*t^3+35*t^4-13*t^5+2*t^6
11a_273	 3-16*t+37*t^2-47*t^3+37*t^4-16*t^5+3*t^6
11a_274	 1-6*t+18*t^2-35*t^3+45*t^4-35*t^5+18*t^6-6*t^7+t^8
11a_275	 3-15*t+29*t^2-35*t^3+29*t^4-15*t^5+3*t^6
11a_276	 3-17*t+37*t^2-47*t^3+37*t^4-17*t^5+3*t^6
11a_277	 1-6*t+17*t^2-28*t^3+31*t^4-28*t^5+17*t^6-6*t^7+t^8
11a_278	 2-12*t+33*t^2-47*t^3+33*t^4-12*t^5+2*t^6
11a_279	 3-12*t+20*t^2-21*t^3+20*t^4-12*t^5+3*t^6
11a_280	 6-26*t+41*t^2-26*t^3+6*t^4
11a_281	 1-6*t+18*t^2-33*t^3+39*t^4-33*t^5+18*t^6-6*t^7+t^8
11a_282	 1-6*t+16*t^2-26*t^3+29*t^4-26*t^5+16*t^6-6*t^7+t^8
11a_283	 3-15*t+34*t^2-43*t^3+34*t^4-15*t^5+3*t^6
11a_284	 1-7*t+21*t^2-38*t^3+45*t^4-38*t^5+21*t^6-7*t^7+t^8
11a_285	 2-14*t+38*t^2-53*t^3+38*t^4-14*t^5+2*t^6
11a_286	 1-6*t+17*t^2-31*t^3+37*t^4-31*t^5+17*t^6-6*t^7+t^8
11a_287	 1-7*t+21*t^2-38*t^3+47*t^4-38*t^5+21*t^6-7*t^7+t^8
11a_288	 1-7*t+23*t^2-44*t^3+55*t^4-44*t^5+23*t^6-7*t^7+t^8
11a_289	 1-6*t+17*t^2-30*t^3+37*t^4-30*t^5+17*t^6-6*t^7+t^8
11a_290	 3-15*t+32*t^2-41*t^3+32*t^4-15*t^5+3*t^6
11a_291	 5-14*t+20*t^2-21*t^3+20*t^4-14*t^5+5*t^6
11a_292	 10-32*t+45*t^2-32*t^3+10*t^4
11a_293	 1-5*t+12*t^2-15*t^3+15*t^4-15*t^5+12*t^6-5*t^7+t^8
11a_294	 2-11*t+29*t^2-39*t^3+29*t^4-11*t^5+2*t^6
11a_295	 3-14*t+24*t^2-27*t^3+24*t^4-14*t^5+3*t^6
11a_296	 6-28*t+43*t^2-28*t^3+6*t^4
11a_297	 2-15*t+42*t^2-57*t^3+42*t^4-15*t^5+2*t^6
11a_298	 5-16*t+28*t^2-33*t^3+28*t^4-16*t^5+5*t^6
11a_299	 8-24*t+33*t^2-24*t^3+8*t^4
11a_300	 1-6*t+17*t^2-32*t^3+41*t^4-32*t^5+17*t^6-6*t^7+t^8
11a_301	 1-7*t+22*t^2-43*t^3+53*t^4-43*t^5+22*t^6-7*t^7+t^8
11a_302	 1-7*t+20*t^2-33*t^3+39*t^4-33*t^5+20*t^6-7*t^7+t^8
11a_303	 3-15*t+34*t^2-45*t^3+34*t^4-15*t^5+3*t^6
11a_304	 3-14*t+26*t^2-31*t^3+26*t^4-14*t^5+3*t^6
11a_305	 1-6*t+16*t^2-28*t^3+33*t^4-28*t^5+16*t^6-6*t^7+t^8
11a_306	 1-5*t+13*t^2-21*t^3+25*t^4-21*t^5+13*t^6-5*t^7+t^8
11a_307	 2-9*t+19*t^2-23*t^3+19*t^4-9*t^5+2*t^6
11a_308	 1-5*t+9*t^2-13*t^3+15*t^4-13*t^5+9*t^6-5*t^7+t^8
11a_309	 2-11*t+21*t^2-25*t^3+21*t^4-11*t^5+2*t^6
11a_310	 2-9*t+13*t^2-13*t^3+13*t^4-9*t^5+2*t^6
11a_311	 4-20*t+31*t^2-20*t^3+4*t^4
11a_312	 3-13*t+27*t^2-33*t^3+27*t^4-13*t^5+3*t^6
11a_313	 5-19*t+29*t^2-19*t^3+5*t^4
11a_314	 1-7*t+21*t^2-36*t^3+41*t^4-36*t^5+21*t^6-7*t^7+t^8
11a_315	 1-6*t+18*t^2-33*t^3+41*t^4-33*t^5+18*t^6-6*t^7+t^8
11a_316	 1-5*t+14*t^2-25*t^3+31*t^4-25*t^5+14*t^6-5*t^7+t^8
11a_317	 3-14*t+28*t^2-35*t^3+28*t^4-14*t^5+3*t^6
11a_318	 5-16*t+29*t^2-35*t^3+29*t^4-16*t^5+5*t^6
11a_319	 5-15*t+25*t^2-29*t^3+25*t^4-15*t^5+5*t^6
11a_320	 9-27*t+37*t^2-27*t^3+9*t^4
11a_321	 3-15*t+27*t^2-31*t^3+27*t^4-15*t^5+3*t^6
11a_322	 2-13*t+36*t^2-49*t^3+36*t^4-13*t^5+2*t^6
11a_323	 2-9*t+19*t^2-23*t^3+19*t^4-9*t^5+2*t^6
11a_324	 5-25*t+39*t^2-25*t^3+5*t^4
11a_325	 6-24*t+35*t^2-24*t^3+6*t^4
11a_326	 1-6*t+19*t^2-36*t^3+45*t^4-36*t^5+19*t^6-6*t^7+t^8
11a_327	 3-17*t+44*t^2-59*t^3+44*t^4-17*t^5+3*t^6
11a_328	 3-16*t+34*t^2-43*t^3+34*t^4-16*t^5+3*t^6
11a_329	 11-36*t+51*t^2-36*t^3+11*t^4
11a_330	 1-5*t+12*t^2-17*t^3+19*t^4-17*t^5+12*t^6-5*t^7+t^8
11a_331	 2-11*t+27*t^2-35*t^3+27*t^4-11*t^5+2*t^6
11a_332	 1-7*t+22*t^2-40*t^3+49*t^4-40*t^5+22*t^6-7*t^7+t^8
11a_333	 4-16*t+25*t^2-16*t^3+4*t^4
11a_334	 2-4*t+6*t^2-8*t^3+9*t^4-8*t^5+6*t^6-4*t^7+2*t^8
11a_335	 4-10*t+15*t^2-17*t^3+15*t^4-10*t^5+4*t^6
11a_336	 4-9*t+11*t^2-11*t^3+11*t^4-9*t^5+4*t^6
11a_337	 8-22*t+29*t^2-22*t^3+8*t^4
11a_338	 2-5*t+9*t^2-12*t^3+13*t^4-12*t^5+9*t^6-5*t^7+2*t^8
11a_339	 3-7*t+11*t^2-13*t^3+11*t^4-7*t^5+3*t^6
11a_340	 4-11*t+18*t^2-21*t^3+18*t^4-11*t^5+4*t^6
11a_341	 6-15*t+19*t^2-15*t^3+6*t^4
11a_342	 4-7*t+7*t^2-7*t^3+4*t^4
11a_343	 8-15*t+8*t^2
11a_344	 3-15*t+29*t^2-35*t^3+29*t^4-15*t^5+3*t^6
11a_345	 5-23*t+35*t^2-23*t^3+5*t^4
11a_346	 1-5*t+12*t^2-18*t^3+21*t^4-18*t^5+12*t^6-5*t^7+t^8
11a_347	 2-11*t+26*t^2-33*t^3+26*t^4-11*t^5+2*t^6
11a_348	 1-7*t+19*t^2-29*t^3+33*t^4-29*t^5+19*t^6-7*t^7+t^8
11a_349	 2-14*t+37*t^2-49*t^3+37*t^4-14*t^5+2*t^6
11a_350	 1-7*t+21*t^2-39*t^3+49*t^4-39*t^5+21*t^6-7*t^7+t^8
11a_351	 1-7*t+20*t^2-34*t^3+41*t^4-34*t^5+20*t^6-7*t^7+t^8
11a_352	 2-13*t+32*t^2-41*t^3+32*t^4-13*t^5+2*t^6
11a_353	 5-15*t+26*t^2-31*t^3+26*t^4-15*t^5+5*t^6
11a_354	 9-26*t+35*t^2-26*t^3+9*t^4
11a_355	 2-4*t+6*t^2-7*t^3+7*t^4-7*t^5+6*t^6-4*t^7+2*t^8
11a_356	 4-10*t+16*t^2-19*t^3+16*t^4-10*t^5+4*t^6
11a_357	 4-11*t+19*t^2-23*t^3+19*t^4-11*t^5+4*t^6
11a_358	 3-5*t+5*t^2-5*t^3+5*t^4-5*t^5+3*t^6
11a_359	 6-13*t+15*t^2-13*t^3+6*t^4
11a_360	 6-14*t+17*t^2-14*t^3+6*t^4
11a_361	 7-17*t+21*t^2-17*t^3+7*t^4
11a_362	 10-19*t+10*t^2
11a_363	 9-17*t+9*t^2
11a_364	 2-3*t+3*t^2-3*t^3+3*t^4-3*t^5+3*t^6-3*t^7+2*t^8
11a_365	 4-8*t+9*t^2-9*t^3+9*t^4-8*t^5+4*t^6
11a_366	 8-20*t+25*t^2-20*t^3+8*t^4
11a_367	 1-t+t^2-t^3+t^4-t^5+t^6-t^7+t^8-t^9+t^10
11n_1	 1-7*t+11*t^2-7*t^3+t^4
11n_2	 2-8*t+12*t^2-13*t^3+12*t^4-8*t^5+2*t^6
11n_3	 3-11*t+15*t^2-11*t^3+3*t^4
11n_4	 1-5*t+11*t^2-15*t^3+11*t^4-5*t^5+t^6
11n_5	 1-7*t+17*t^2-21*t^3+17*t^4-7*t^5+t^6
11n_6	 1-3*t+3*t^2-3*t^3+3*t^4-3*t^5+t^6
11n_7	 1-6*t+16*t^2-21*t^3+16*t^4-6*t^5+t^6
11n_8	 1-6*t+12*t^2-15*t^3+12*t^4-6*t^5+t^6
11n_9	 1-3*t+t^2+4*t^3-7*t^4+4*t^5+t^6-3*t^7+t^8
11n_10	 1-7*t+15*t^2-19*t^3+15*t^4-7*t^5+t^6
11n_11	 1-5*t+13*t^2-17*t^3+13*t^4-5*t^5+t^6
11n_12	 1-3*t+5*t^2-3*t^3+t^4
11n_13	 1-3*t+2*t^2-t^3+t^4-t^5+2*t^6-3*t^7+t^8
11n_14	 1-6*t+10*t^2-11*t^3+10*t^4-6*t^5+t^6
11n_15	 1-4*t+8*t^2-9*t^3+8*t^4-4*t^5+t^6
11n_16	 2-7*t+7*t^2-5*t^3+7*t^4-7*t^5+2*t^6
11n_17	 2-12*t+19*t^2-12*t^3+2*t^4
11n_18	 2-8*t+13*t^2-8*t^3+2*t^4
11n_19	 1-2*t+t^3-2*t^5+t^6
11n_20	 2-6*t+7*t^2-6*t^3+2*t^4
11n_21	 1-5*t+11*t^2-15*t^3+11*t^4-5*t^5+t^6
11n_22	 1-5*t+13*t^2-17*t^3+13*t^4-5*t^5+t^6
11n_23	 1-3*t+5*t^2-4*t^3+3*t^4-4*t^5+5*t^6-3*t^7+t^8
11n_24	 1-3*t+5*t^2-5*t^3+5*t^4-3*t^5+t^6
11n_25	 1-5*t+11*t^2-13*t^3+11*t^4-5*t^5+t^6
11n_26	 1-5*t+9*t^2-11*t^3+9*t^4-5*t^5+t^6
11n_27	 1-3*t+3*t^2-2*t^3+t^4-2*t^5+3*t^6-3*t^7+t^8
11n_28	 1-5*t+9*t^2-5*t^3+t^4
11n_29	 3-13*t+19*t^2-13*t^3+3*t^4
11n_30	 2-6*t+6*t^2-5*t^3+6*t^4-6*t^5+2*t^6
11n_31	 1-2*t-2*t^2+5*t^3-2*t^4-2*t^5+t^6
11n_32	 1-6*t+16*t^2-23*t^3+16*t^4-6*t^5+t^6
11n_33	 1-6*t+12*t^2-13*t^3+12*t^4-6*t^5+t^6
11n_34	 1
11n_35	 2-10*t+20*t^2-25*t^3+20*t^4-10*t^5+2*t^6
11n_36	 1-4*t+8*t^2-13*t^3+15*t^4-13*t^5+8*t^6-4*t^7+t^8
11n_37	 1-3*t+5*t^2-7*t^3+5*t^4-3*t^5+t^6
11n_38	 1-t-t^2-t^3+t^4
11n_39	 2-6*t+9*t^2-6*t^3+2*t^4
11n_40	 2-8*t+18*t^2-23*t^3+18*t^4-8*t^5+2*t^6
11n_41	 1-4*t+8*t^2-9*t^3+9*t^4-9*t^5+8*t^6-4*t^7+t^8
11n_42	 1
11n_43	 2-10*t+20*t^2-25*t^3+20*t^4-10*t^5+2*t^6
11n_44	 1-4*t+8*t^2-13*t^3+15*t^4-13*t^5+8*t^6-4*t^7+t^8
11n_45	 2-6*t+9*t^2-6*t^3+2*t^4
11n_46	 2-8*t+18*t^2-23*t^3+18*t^4-8*t^5+2*t^6
11n_47	 1-4*t+8*t^2-9*t^3+9*t^4-9*t^5+8*t^6-4*t^7+t^8
11n_48	 1-3*t+6*t^2-9*t^3+6*t^4-3*t^5+t^6
11n_49	 1-3*t^2+t^4
11n_50	 2-6*t+9*t^2-6*t^3+2*t^4
11n_51	 1-4*t+6*t^2-7*t^3+6*t^4-4*t^5+t^6
11n_52	 1-6*t+14*t^2-17*t^3+14*t^4-6*t^5+t^6
11n_53	 1-4*t+8*t^2-11*t^3+8*t^4-4*t^5+t^6
11n_54	 1-4*t+10*t^2-13*t^3+10*t^4-4*t^5+t^6
11n_55	 1-6*t+14*t^2-19*t^3+14*t^4-6*t^5+t^6
11n_56	 1-4*t+8*t^2-9*t^3+8*t^4-4*t^5+t^6
11n_57	 1-3*t+2*t^2+t^3-3*t^4+t^5+2*t^6-3*t^7+t^8
11n_58	 1-4*t+8*t^2-9*t^3+8*t^4-4*t^5+t^6
11n_59	 1-6*t+12*t^2-15*t^3+12*t^4-6*t^5+t^6
11n_60	 1-3*t+4*t^2-5*t^3+5*t^4-5*t^5+4*t^6-3*t^7+t^8
11n_61	 1-3*t+4*t^2-t^3-t^4-t^5+4*t^6-3*t^7+t^8
11n_62	 2-8*t+13*t^2-8*t^3+2*t^4
11n_63	 2-10*t+15*t^2-10*t^3+2*t^4
11n_64	 2-5*t+3*t^2-t^3+3*t^4-5*t^5+2*t^6
11n_65	 3-8*t+11*t^2-8*t^3+3*t^4
11n_66	 1-7*t+18*t^2-23*t^3+18*t^4-7*t^5+t^6
11n_67	 2-5*t+2*t^2
11n_68	 4-16*t+23*t^2-16*t^3+4*t^4
11n_69	 2-7*t+9*t^2-9*t^3+9*t^4-7*t^5+2*t^6
11n_70	 1-2*t+2*t^2-3*t^3+2*t^4-2*t^5+t^6
11n_71	 2-7*t+14*t^2-17*t^3+14*t^4-7*t^5+2*t^6
11n_72	 2-9*t+18*t^2-23*t^3+18*t^4-9*t^5+2*t^6
11n_73	 1-2*t+3*t^2-2*t^3+t^4
11n_74	 1-2*t+3*t^2-2*t^3+t^4
11n_75	 2-7*t+14*t^2-17*t^3+14*t^4-7*t^5+2*t^6
11n_76	 1-3*t+6*t^2-8*t^3+9*t^4-8*t^5+6*t^6-3*t^7+t^8
11n_77	 1-t-2*t^2+8*t^3-11*t^4+8*t^5-2*t^6-t^7+t^8
11n_78	 1-3*t+6*t^2-8*t^3+9*t^4-8*t^5+6*t^6-3*t^7+t^8
11n_79	 2-4*t+3*t^2-4*t^3+2*t^4
11n_80	 1-t-5*t^2+9*t^3-5*t^4-t^5+t^6
11n_81	 1-3*t+4*t^2-4*t^3+3*t^4-4*t^5+4*t^6-3*t^7+t^8
11n_82	 1-3*t+4*t^2-3*t^3+4*t^4-3*t^5+t^6
